text,label
"yeah, probably, but i dont want the server to have to binary search to find what the client accepts when we could just have the client tell us at the beginning. were already returning the id as a flag to tell the server were good to go with the uri. just add a size limit there and its done. note that the response to the test transaction is already different from the response to an actual notification of a planned change. the former returns the id, the latter doesnt return anything.",0
"i’ve uploaded the draft agenda: [link] please take a look and let us know if any changes are needed. presenters, please provide your slides as early as possible.",0
"thanks, uploaded the new version addressing your comment. pending: 1. about number restarting there was comment by alvaro where he wanted these numbers to be restarting to differentiate sender and receiver processing ev> i am sure that alvaro will not mind have some text, even just 4 words, separating the sender / receiver processing mm : it was not my day to get this logic work in xml. will figure out some expert to enter section there to articulate two different sub topic (sender side processing and receiving side processing ) rest other comment have been addressed.",0
"the following errata report has been submitted for rfc9067, ""a yang data model for routing policy"". you may review the report below and at: [link] type: technical reported by: kris lambrechts <kris@[link]> section: [link] grouping prefix",0
support adoption of this draft in mboned. it is really a valuable document to point out issues of ioam trace option and ioam-dex for multicast traffic and specify methods.,1
i'm trying to understand your scenarios and i fail to see consistency here and there (which makes me wonder if i got you right at all).,-1
"please find below my review of this document. i appreciate you and the wg discussing the details, but there is more work needed to be done before starting the ietf lc (details inline). just one high-level comment: it is not clear to me why all the behaviors from rfc8986 are not covered in this document. if some are not applicable, or are covered elsewhere, please explain in the text.",0
"i'm asking you as author to understand, explain, and defend the draft that you wrote. the issue is *exactly* that you didn't state opinions. jouni malinen brought up the question of rfc 4137 [link] years ago, in the message you referred to recently. this isn't new. such as? why? perhaps the draft could be updated to *explain* these issues? i'm still rather surprised that with open issues, the suggestion was that the ""best way forward"" was just to publish the draft. it's simply not. no. i am never of the opinion that the most important goal is to publish. while timeliness is important, if we don't *understand* what we're publishing, then that is a total show-stopper. we have to hold off publishing ""something"" until we understand exactly what we're doing. while i mostly like -13, it's not clear to me what, if any, utility the commitment message has. when i ask ""what does it do, and why"", it's not helpful to answer ""we added it years ago"". if the draft cannot explain the pros and cons of it's choices, then the draft should be updated to do that. if it's not clear *why* content is in the draft, then we should figure it out. that's why i'm asking questions, and why i would very much appreciate answers to those questions.",-1
that is great ! with just a little caveat [link] those active lsa updates arriving on abrs must be triggered by some network event. and that is precisely what we are talking about here.,1
"let's take your ""let it age out"" proposal at face value. how long do you estimate will it take for those problematic nodes to age out of the system after the ietf has signaled that rfc3168 has changed? and let's assume you come up with a number of x years, are you really willing to put the l4s experiment on hold until that time has passed? unless the answer to that question is yes, let's just drop this proposal, okay? this is not a path to a productive discussion/outcome.",-1
as a coauthor i support the adopting of the docs. they provide a good basis on the element to look for regarding srv6 compression and define the analysis of the different proposals out there.,1
"last week i joined tsv wg mailing list to better understand mp-dccp proposal. as a side note, my responsibility area is 3gpp ct4 wg work. i believe mp-dccp is a pretty interesting proposal that should be finalized in due time. i'd be happy to help with the work progress at tsv wg, if my limited experience with ietf working procedures lets me do so.",1
"i assume the exact procedures for automatic sid file generation will be updated to reflect the changes being made. it looks like the procedure is not manual and ad-hoc, imo dramatically reducing its robustness and reliability i think the statements about permanent assignments is false: sids are assigned permanently. items introduced by a new revision of a yang module are added to the list of sids already assigned. assignment of sids to yang items are usually automated as discussed in appendix b, which also discusses some cases where manual interventions may be appropriate.",0
"i want to come back to this topic as a new thread. as i understand things, the difference on android is that any app can claim to be a generic web browser and so claim to handle all uris. whereas on ios only specifically vetted apps can claim to be web browsers. is that correct? if so, this does seem like a quite large hole in security of oauth on android. should we be considering a new draft recommending alternative measures (such as attestation) on android? presumably the same issue is also true on most desktop os?",0
"this is an excellent optimization concept for rr scalability as well as limiting the number of paths per prefix reflected to the clients which can be enormous. verizon as well as other internet providers can take advantage of this solution and help reduce the number of paths being reflected to clients. i support advancement of this draft. minor comments on the draft text below: introduction paragraph 4 - i dont think hot potato routing is ever desirable where the rr is making the best path decision instead of the client is ever better in the case where the rr is not in the forwarding plane. the evolving model of intra-domain network design has enabled deployments of route reflectors outside of the forwarding path. initially this model was only employed for new services, [link] ip vpns [rfc4364 <[link]>], however it has been gradually extended to other bgp services including ipv4 and ipv6 internet. in such environments, hot potato routing policy remains desirable. has this feature been implemented by any vendor to test the viability and cpu resources necessary related to multiple decision processes due to igp location change?",1
"(thanks for the reminder!) and i'm saying that doing that is clearly safe and a defensible course of action. there may also be other safe courses of action, though, so i don't want to commit us to ""need to use the same source for yang modules and sid files"" without having it be a considered decision.",0
what i want to know is that where to encapsulate the lls data block if the router uses ospfv3 extended lsas to establish the adjacency?,0
"just a reminder that we'll have a virtual interim meeting tomorrow (wednesday), october 27th at 14:00 utc. the agenda is available at [1]. as per the datatracker, the meeting will be on meetecho [2], while minutes will be taken at [3].",0
"your document says: this document proposes to carry the color extended community and bgp prefix-sid attribute in the context of a flowspec nlri [rfc8955] [rfc8956] to an srv6 headend to steer traffic into one srv6 policy, as well as to indicate specific tailend functions. please observe that we already have a way to do exactly that with bgp as described in [link] see section 3 about color . so why to define the same thing twice ? how to resolve conflicts when both extensions will provide contradicting steering ? i am not seeing much rationale for this draft. and i do not buy ""oh this is just another way"" type of answer.",-1
"all outstanding issues are resolved. the biggest practical change for developers is the random version number, although many asked for the narrative about how compatible negotiation works, which is now there. in some sense, this is ready for wglc, but we may want to wait for the vn draft to catch up. david and i had to sort out which draft covered certain areas, and in many ways they are tightly linked.",0
"right. the intro says about our motivation: [rfc8949] defines a number of cbor tags for common items. tags 260 and 261 were later defined through iana. these tags cover addresses (260), and prefixes (261). tag 260 distinguishes between ipv4, ipv6 and ethernet through the length of the byte string only. tag 261 was not documented well enough to be used. this specification provides a format for ipv6 and ipv4 addresses, prefixes, and addresses with prefixes, achieving an explicit indication of ipv4 or ipv6. prefixes omit trailing zeroes in the address. […] we could expand that a bit more.",0
i strongly object to the adoption of the draft. there are 3 different flavors defined in the draft and all three flavors have significant difference in the forwarding plane behaviours. i would prefer the discussion on whether wg wants to work on all these flavors or only one of them to precede the adoption.,-1
"i support the wg adoption. this draft describes procedures for various sr-mpls and srv6 encapsulations for ip/udp based simple twamp, including different pm modes on top of what is specified in rfc 8762. it adds a very much needed pm toolkit in sr environment (both sr-mpls and srv6).",1
"you are not improving convergence. you are propagating liveness. the fact that this relates to convergence in the overlay is irrelevant to the igp. you are not retaining scalability. you are damaging it. you are proposing flooding a prefix per router that fails. if there is a mass failure, that would result in flooding a large number of prefixes. the last thing you want when there is a mass failure is additional load, exacerbating the situation. you are signaling the (lack of) liveness of a remote node. i propose that we instead use existing signaling mechanisms to do this. multi-hop bfd seems like an obvious choice. if you greatly dislike that for some reason, i would suggest that we create a proxy liveness service, advertised by the abr. this would allow correspondents to register for notifications. the abr could signal these unicast when it determines that the specific targets are unreachable.",-1
"1. for this topic, they are irrelevant. there is nothing in the charter that says terminology must be preserved. interoperability is not endangered by changes in terminology. 2. your 'for the sake of' is uncalled for and dismissive. please stop doing that. attempts to be dismissive are a popular debating technique in the ietf, but they are counter-productive, as well as unprofessional. (and no, this comment is not just meant for you. you're just lucky, tonight.) 3. as for giving no rationale, 'tree walk' posting set the stage. a) today's posting specifically noted: ""the move towards supporting (at least) two very different methods of finding it."" \ b) again: for dmarc, the semantics of the different mechanisms is the same. hence a single term. there is quite a bit of benefit in having a single term to cover different means of achieving the same goal. so now i'll again ask: what are the semantic differences that are relevant to dmarc, and what is the benefit of having dmarc use different terms, given that dmarc does not care about which mechanism is used? sorry no. it's not my job to guess at your objections. i'm pretty sure it's your job to explain them. the rfc 9091 does not contain the word 'relaxed', so i'm curious about the basis for your assertion of the limitation.",-1
"as far as i can tell this now leaks factually wrong ""averaged base rtt to a cdn"" number into even more [link] even if bob's recent opinion, that the average rtt to the _closest_ cdn is a suitable proxy for ""internet rtt"" is accepted, it at least needs to be described veridically as what it is, calling that number ""averaged base rtt to a cdn"" does not do justice to the source that number was generated from.",0
"it is not: the rest-level (here coap) content-type is the media-type of the whole thing (as packaged in cose-sign1), while the cose content-type is just the media-type of the payload. except in somewhat unlikely cases, these are not the same. no, no, no… you just created busywork for interoperability testing. please decide for one option here and stick with that!",-1
"i would love to see the stated objective of the l4s architecture realised. however, given the failure modes that have already been demonstrated, i am not convinced that the technology can deliver on that promise. furthermore, i believe that re-assigning ect(1) as an identifier for l4s traffic will end up being a de facto permanent assignment if this experiment goes ahead; resulting in the worst case in either an easily exploitable ""reverse evil bit"", or (more realistically) bleaching of the bit for non-approved traffic, thus creating a ""pay to play"" fast path instead. neither of these are desirable outcomes, but the risk of ending up with them is non-negligible; for this reason, i do not support advancing the l4s drafts in their current state. rather, if the experiment is to go ahead, it should be conducted using an alternative identifier (such as a diffserv code point).",-1
thank you to all who have contributed to this discussion. i will be sending out notes on this discussion later today. this message closes the wg adoption call.,0
"the number of people who could write the same as below but substitute crh for srv6 is much bigger. because the number of srv6 installations is much bigger. if they would become proprietary then it would be even more harmful. it is exactly the essence of this 2y old dilemma: nobody sees a win-win solution. andrew, sorry, but you are not proposing it too. what you are proposing: the minority would win, the majority would lose. i do not understand why this dispute still exists. imho: it was decided by ietf at the time when srh has been promoted to rfc 8754. from that time, carriers chosen rfc believes that it is standard. it would be not fair to say to them now that ietf has changed the mind rfc 8754 is a dead end. carriers that have chosen to implement personal draft (draft-bonica-6man-comp-rtg-hdr) were probably aware that it is a proprietary solution and may stay proprietary forever. the problem could potentially hang indefinitely. it would aggravate over time because more and more installations would diverge to incompatible solutions. we are losing precious time. the more time the more painful would be the decision. dear chairs, if all augments are presented (i am not positive about it) then maybe voting? for you to see who is the minority and who is the majority. not a good resolution for a technical dispute, but it is not purely technical, right? another possibility is to improve convergence: not to choose the final solution immediately, but cancel any current one from consideration then discuss only what is left. ps: it is my personal opinion. i am far from the srv6 team in huawei. just this problem is so big for the community: 240 personal drafts stuck in the queue (in different wgs) waiting for ng data plane for sr over ipv6. i could not imagine how big activity would start in the whole ietf after the data plane would be decided.",-1
"as i mentioned, my suggested edits make it clear that the extension is only useful in the context of validation.",0
"this draft presents a peculiar way of bringing something similar to bridge-domain/bridge-table concepts into [link] one significant problem, in my opinion, is that you not only introduce a new dataplane dependency; but also propose to _redefine_ vxlan-gpe header semantics (instead of just using it, or geneve). i would assume you have to go to nvo3 wg for the proposed vxlan-gpe format changes (either with the full draft or splitting it into 2 parts (control & data plane)). additionally, i would like to see more text on the motivation of the proposed solution. in the abstract you make a point that this draft proposes a new solution which can simplify the deployment of layer-3 accessible evpn service. -> this simplicity is not obvious at all, and one may argue that this solution is more complex compared to the existing ones (such as draft inter-subnet-forwarding with multiple ip-vrfs)",-1
"i was one of the proponents for the ""terminate the session"" option sergio mentioned, so i'm definitely up for that. i'm not against adam's proposal with respect to the json usage and the different urls, as it seems quite flexible to me: whether it's different addresses, or http headers, seems mostly semantics to me, so i'm fine either way (even though a json syntax would definitely allow for easier extensibility in the future). i'm fine with trickling as well, personally, and so see some value in allowing ice restarts to happen too. what i'm not sure about are adam's suggestion to use heartbeats for two-way communications. adam, what kind of commands are you envisaging in the server-to-client direction here? are you mostly thinking about asynchronous events of some nature, or something else too? with respect to the approach, i understand the desire to avoid long polls, but having some commands/events returned only in response to heartbeats here may lead to implementations that will poll often and aggressively to be sure they have timely information, and ""forcing"" implementations to only send heartbears at less frequent intervals may on the other end lead to suboptimal user experience (depending, again, on the nature of the commands/events the server would mean to send back). in general, though, i think the proposal looks interesting, and i'm looking forward to the session in a couple of weeks.",1
"thank you, that's really useful information.",1
